"","FPKM.SRR945386"
"ENSMUSG00000000001",38.914639
"ENSMUSG00000000003",0
"ENSMUSG00000000028",0.296047325727325
"ENSMUSG00000000031",0
"ENSMUSG00000000037",0
"ENSMUSG00000000049",11.5569888456713
"ENSMUSG00000000056",7.56045944132334
"ENSMUSG00000000058",10.0673120083958
"ENSMUSG00000000078",6.56343389774539
"ENSMUSG00000000085",1.83552039386884
"ENSMUSG00000000088",68.3920360985245
"ENSMUSG00000000093",17.127371
"ENSMUSG00000000094",0
"ENSMUSG00000000103",0
"ENSMUSG00000000120",0
"ENSMUSG00000000125",0
"ENSMUSG00000000126",0.404096557524782
"ENSMUSG00000000127",0.831807141025641
"ENSMUSG00000000131",2.99904626962175
"ENSMUSG00000000134",2.78853792635784
"ENSMUSG00000000142",0.0760316382128587
"ENSMUSG00000000148",2.13285316523709
"ENSMUSG00000000149",55.020939
"ENSMUSG00000000154",281.412454381401
"ENSMUSG00000000157",1.26890144218316
"ENSMUSG00000000159",23.2027699298454
"ENSMUSG00000000167",0.560368868112336
"ENSMUSG00000000168",28.2000476168645
"ENSMUSG00000000171",172.316772
"ENSMUSG00000000182",0
"ENSMUSG00000000183",0
"ENSMUSG00000000184",1.23160601615475
"ENSMUSG00000000194",4.85145640733198
"ENSMUSG00000000197",0
"ENSMUSG00000000202",0
"ENSMUSG00000000204",0.289468190211907
"ENSMUSG00000000214",0
"ENSMUSG00000000215",0
"ENSMUSG00000000216",6.516394
"ENSMUSG00000000223",0
"ENSMUSG00000000244",0.154381307667629
"ENSMUSG00000000247",0.181747716822217
"ENSMUSG00000000248",0
"ENSMUSG00000000253",26.6600154339217
"ENSMUSG00000000263",0
"ENSMUSG00000000266",3.82750214789253
"ENSMUSG00000000275",20.2542412758081
"ENSMUSG00000000276",1.02143712936688
"ENSMUSG00000000278",54.961159
"ENSMUSG00000000282",8.22281480462503
"ENSMUSG00000000290",1.39700353211009
"ENSMUSG00000000295",0.605289934720639
"ENSMUSG00000000296",6.21104719123205
"ENSMUSG00000000301",0
"ENSMUSG00000000303",26.6154524110188
"ENSMUSG00000000305",0.140945317899959
"ENSMUSG00000000308",8.01079082852564
"ENSMUSG00000000317",0.991615092229094
"ENSMUSG00000000318",0.0399453135563988
"ENSMUSG00000000320",0.273754378947368
"ENSMUSG00000000325",1.51582610573343
"ENSMUSG00000000326",43.0636276796998
"ENSMUSG00000000339",11.751891237234
"ENSMUSG00000000340",33.8140111902628
"ENSMUSG00000000346",75.6212896596552
"ENSMUSG00000000355",12.2702478357734
"ENSMUSG00000000359",1.74011429730983
"ENSMUSG00000000365",0
"ENSMUSG00000000374",9.83294647920768
"ENSMUSG00000000378",2.96857615875614
"ENSMUSG00000000381",0
"ENSMUSG00000000384",10.2770317938312
"ENSMUSG00000000385",15.8879789700082
"ENSMUSG00000000386",0
"ENSMUSG00000000392",0
"ENSMUSG00000000394",0
