"","FPKM.SRR945382"
"ENSMUSG00000000001",37.399944
"ENSMUSG00000000003",0
"ENSMUSG00000000028",0.0684817159155733
"ENSMUSG00000000031",0
"ENSMUSG00000000037",0
"ENSMUSG00000000049",8.32281296737767
"ENSMUSG00000000056",6.19525362359551
"ENSMUSG00000000058",11.6190562434783
"ENSMUSG00000000078",11.2594026253701
"ENSMUSG00000000085",2.72755328508602
"ENSMUSG00000000088",66.3129126820562
"ENSMUSG00000000093",14.647209
"ENSMUSG00000000094",0
"ENSMUSG00000000103",0
"ENSMUSG00000000120",0.371355
"ENSMUSG00000000125",0
"ENSMUSG00000000126",0.304105617302493
"ENSMUSG00000000127",1.01087018525641
"ENSMUSG00000000131",2.95782837990544
"ENSMUSG00000000134",2.62114752197387
"ENSMUSG00000000142",0
"ENSMUSG00000000148",2.35816298511086
"ENSMUSG00000000149",37.997807
"ENSMUSG00000000154",214.758179217187
"ENSMUSG00000000157",1.24066126549491
"ENSMUSG00000000159",20.8586556611177
"ENSMUSG00000000167",0.341408709918237
"ENSMUSG00000000168",30.4754435173966
"ENSMUSG00000000171",149.291321
"ENSMUSG00000000182",0
"ENSMUSG00000000183",0
"ENSMUSG00000000184",2.39910299394197
"ENSMUSG00000000194",3.79293806697478
"ENSMUSG00000000197",0
"ENSMUSG00000000202",0
"ENSMUSG00000000204",0.0801355211907164
"ENSMUSG00000000214",0
"ENSMUSG00000000215",0
"ENSMUSG00000000216",6.474798
"ENSMUSG00000000223",0
"ENSMUSG00000000244",0.0770282470324029
"ENSMUSG00000000247",0
"ENSMUSG00000000248",0
"ENSMUSG00000000253",29.663720009901
"ENSMUSG00000000263",0
"ENSMUSG00000000266",4.14410982955386
"ENSMUSG00000000275",19.4395495893292
"ENSMUSG00000000276",1.06022425599142
"ENSMUSG00000000278",44.935791
"ENSMUSG00000000282",7.57169849513724
"ENSMUSG00000000290",1.34628679226737
"ENSMUSG00000000295",1.20091884521095
"ENSMUSG00000000296",8.7764585260771
"ENSMUSG00000000301",0
"ENSMUSG00000000303",30.7907679206384
"ENSMUSG00000000305",0.0992538690919113
"ENSMUSG00000000308",8.6340037724359
"ENSMUSG00000000317",1.83343448184996
"ENSMUSG00000000318",0.163079116936875
"ENSMUSG00000000320",0.347803778457772
"ENSMUSG00000000325",1.17703686254654
"ENSMUSG00000000326",37.3673100134281
"ENSMUSG00000000339",9.14258347659574
"ENSMUSG00000000340",32.4886573413978
"ENSMUSG00000000346",77.1346724506897
"ENSMUSG00000000355",11.8793572457034
"ENSMUSG00000000359",2.82521862755102
"ENSMUSG00000000365",0
"ENSMUSG00000000374",8.45291454613681
"ENSMUSG00000000378",3.78507393917076
"ENSMUSG00000000381",0
"ENSMUSG00000000384",7.82393468235931
"ENSMUSG00000000385",15.5447264257738
"ENSMUSG00000000386",0.239347671070013
"ENSMUSG00000000392",0
"ENSMUSG00000000394",0
"ENSMUSG00000000399",58.7406498624465
"ENSMUSG00000000402",5.210411
"ENSMUSG00000000409",0.360947229429839
"ENSMUSG00000000411",0
"ENSMUSG00000000416",0.781597836448069
"ENSMUSG00000000420",49.7257109806124
"ENSMUSG00000000435",0
"ENSMUSG00000000439",5.78841359885796
"ENSMUSG00000000440",1.56441377412801
"ENSMUSG00000000441",9.85091445376187
"ENSMUSG00000000486",0.589891030401737
"ENSMUSG00000000489",3.22785093535208
"ENSMUSG00000000530",3.1151597936694
"ENSMUSG00000000531",1.469548
"ENSMUSG00000000532",10.253658
"ENSMUSG00000000538",11.9948211187814
"ENSMUSG00000000544",0
"ENSMUSG00000000552",1.70165400238569
"ENSMUSG00000000555",1.39869133184675
"ENSMUSG00000000560",0
"ENSMUSG00000000561",5.39598626812642
"ENSMUSG00000000562",0.0630588728881738
"ENSMUSG00000000563",76.5276023186358
"ENSMUSG00000000567",0.290321
"ENSMUSG00000000568",5.7124874173239
"ENSMUSG00000000579",2.73583944400318
"ENSMUSG00000000581",2.79987797271589
"ENSMUSG00000000594",78.80188
"ENSMUSG00000000600",1.61173700713861
"ENSMUSG00000000605",4.12782555090379
"ENSMUSG00000000606",0
"ENSMUSG00000000617",0
"ENSMUSG00000000627",0
"ENSMUSG00000000628",0.321790549673312
"ENSMUSG00000000631",10.0884952577165
"ENSMUSG00000000632",0
