"","FPKM.SRR945384"
"ENSMUSG00000000001",32.485168
"ENSMUSG00000000003",0
"ENSMUSG00000000028",0.199524546776954
"ENSMUSG00000000031",0
"ENSMUSG00000000037",0
"ENSMUSG00000000049",0
"ENSMUSG00000000056",7.93059126092384
"ENSMUSG00000000058",13.8361782563718
"ENSMUSG00000000078",12.9093404274653
"ENSMUSG00000000085",2.63312141650498
"ENSMUSG00000000088",72.808933960019
"ENSMUSG00000000093",15.526196
"ENSMUSG00000000094",0
"ENSMUSG00000000103",0
"ENSMUSG00000000120",0.419614
"ENSMUSG00000000125",0
"ENSMUSG00000000126",0.622071661159507
"ENSMUSG00000000127",1.70529451538462
"ENSMUSG00000000131",3.19499182535461
"ENSMUSG00000000134",2.63007951635892
"ENSMUSG00000000142",0.388120352342899
"ENSMUSG00000000148",2.57969342709176
"ENSMUSG00000000149",36.098698
"ENSMUSG00000000154",153.576525907593
"ENSMUSG00000000157",1.42385639084181
"ENSMUSG00000000159",15.7608079512485
"ENSMUSG00000000167",0.578973003199431
"ENSMUSG00000000168",27.0016111602538
"ENSMUSG00000000171",147.63623
"ENSMUSG00000000182",0
"ENSMUSG00000000183",0
"ENSMUSG00000000184",2.4749667577851
"ENSMUSG00000000194",4.2391528903337
"ENSMUSG00000000197",0.0558003739041794
"ENSMUSG00000000202",0.129823043614685
"ENSMUSG00000000204",0
"ENSMUSG00000000214",0
"ENSMUSG00000000215",0
"ENSMUSG00000000216",13.373214
"ENSMUSG00000000223",0
"ENSMUSG00000000244",0.164213840872634
"ENSMUSG00000000247",0
"ENSMUSG00000000248",0
"ENSMUSG00000000253",20.7911556689625
"ENSMUSG00000000263",0
"ENSMUSG00000000266",4.1733078544491
"ENSMUSG00000000275",18.2345454781022
"ENSMUSG00000000276",0.95496268427328
"ENSMUSG00000000278",50.180584
"ENSMUSG00000000282",8.0874910075643
"ENSMUSG00000000290",5.71114943315859
"ENSMUSG00000000295",1.63961532069555
"ENSMUSG00000000296",8.29438565003779
"ENSMUSG00000000301",0.196649019011407
"ENSMUSG00000000303",38.5480611783996
"ENSMUSG00000000305",0.198078174452253
"ENSMUSG00000000308",18.7034949322917
"ENSMUSG00000000317",1.07838923097607
"ENSMUSG00000000318",0.872130246291825
"ENSMUSG00000000320",0.375788378947368
"ENSMUSG00000000325",3.78171118585257
"ENSMUSG00000000326",20.9127135916272
"ENSMUSG00000000339",13.9909091973404
"ENSMUSG00000000340",33.2572551738351
"ENSMUSG00000000346",80.8071607034483
"ENSMUSG00000000355",9.31711394653087
"ENSMUSG00000000359",2.84023742393321
"ENSMUSG00000000365",0
"ENSMUSG00000000374",9.17175140108268
"ENSMUSG00000000378",3.69121894899073
"ENSMUSG00000000381",0
"ENSMUSG00000000384",8.66576239637446
"ENSMUSG00000000385",24.5207534427554
"ENSMUSG00000000386",0.306772220607662
"ENSMUSG00000000392",0
"ENSMUSG00000000394",0
"ENSMUSG00000000399",74.9641515535459
"ENSMUSG00000000402",7.589947
"ENSMUSG00000000409",1.76558518436326
"ENSMUSG00000000411",0
"ENSMUSG00000000416",1.50356938679352
"ENSMUSG00000000420",24.5884149911216
"ENSMUSG00000000435",0
"ENSMUSG00000000439",4.92112378158458
"ENSMUSG00000000440",1.00172413647138
"ENSMUSG00000000441",9.77176075748722
"ENSMUSG00000000486",2.41100121534564
"ENSMUSG00000000489",6.00217014107186
"ENSMUSG00000000530",2.82246611066823
"ENSMUSG00000000531",4.42283
"ENSMUSG00000000532",13.044483
"ENSMUSG00000000538",13.8777349518485
"ENSMUSG00000000544",0
"ENSMUSG00000000552",3.7728541582505
"ENSMUSG00000000555",1.53160099533752
"ENSMUSG00000000560",0
"ENSMUSG00000000561",4.27019024788267
"ENSMUSG00000000562",0
"ENSMUSG00000000563",72.2947623213155
"ENSMUSG00000000567",0.31256
"ENSMUSG00000000568",10.0886814093011
"ENSMUSG00000000579",4.34328090336246
"ENSMUSG00000000581",6.45063093316646
"ENSMUSG00000000594",88.530945
"ENSMUSG00000000600",1.24549704873473
"ENSMUSG00000000605",4.63573276758017
"ENSMUSG00000000606",0
"ENSMUSG00000000617",0
"ENSMUSG00000000627",0.193517285444234
"ENSMUSG00000000628",0.345510580834311
"ENSMUSG00000000631",10.7926668606971
"ENSMUSG00000000632",0
"ENSMUSG00000000673",11.4181884458449
"ENSMUSG00000000682",10.5386669300758
"ENSMUSG00000000686",1.90665421087315
"ENSMUSG00000000690",17.689278253055
"ENSMUSG00000000693",1.48834834434065
"ENSMUSG00000000701",0
"ENSMUSG00000000706",0
"ENSMUSG00000000708",14.7112914828436
"ENSMUSG00000000711",22.3612164279933
"ENSMUSG00000000724",0
"ENSMUSG00000000730",0
"ENSMUSG00000000731",0.105381786143791
"ENSMUSG00000000732",3.63098012099567
"ENSMUSG00000000738",17.1145707171315
"ENSMUSG00000000739",0.44574897918081
"ENSMUSG00000000740",57.612723655106
"ENSMUSG00000000743",23.4809512059902
"ENSMUSG00000000751",7.65549828486913
"ENSMUSG00000000753",1.5110768291649
"ENSMUSG00000000759",4.37765143394024
"ENSMUSG00000000766",0
"ENSMUSG00000000776",4.52555247442186
"ENSMUSG00000000782",2.68590169333333
"ENSMUSG00000000787",72.4611730854652
"ENSMUSG00000000791",0
"ENSMUSG00000000792",0
"ENSMUSG00000000794",0.158358192326093
"ENSMUSG00000000804",11.2130136919271
"ENSMUSG00000000805",32.3021123351984
"ENSMUSG00000000811",8.995653
"ENSMUSG00000000817",0
"ENSMUSG00000000823",6.66931199809104
"ENSMUSG00000000826",7.98980292233568
"ENSMUSG00000000827",4.96146269169008
"ENSMUSG00000000838",7.03828998416239
"ENSMUSG00000000861",0.0700924376470588
"ENSMUSG00000000869",0.318310819885901
"ENSMUSG00000000876",45.9425004107258
"ENSMUSG00000000881",4.42318817607803
"ENSMUSG00000000884",0.236577344394406
"ENSMUSG00000000889",0
"ENSMUSG00000000901",2.32255225917927
"ENSMUSG00000000902",3.63493356633039
"ENSMUSG00000000903",2.05824214202561
"ENSMUSG00000000915",9.76920311643371
"ENSMUSG00000000916",2.33213739819319
"ENSMUSG00000000934",12.5811089461576
"ENSMUSG00000000938",13.65709402263
"ENSMUSG00000000942",2.016322
"ENSMUSG00000000948",0.202089772622699
"ENSMUSG00000000957",3.49810555620805
"ENSMUSG00000000958",49.9579443822021
"ENSMUSG00000000959",15.9070450291676
"ENSMUSG00000000976",2.97537452126499
"ENSMUSG00000000982",0.540143
"ENSMUSG00000000983",0
"ENSMUSG00000001014",0
"ENSMUSG00000001016",3.72188940571096
"ENSMUSG00000001017",8.69986254110531
"ENSMUSG00000001018",7.10870079606987
"ENSMUSG00000001020",6.24479717465753
"ENSMUSG00000001021",0
"ENSMUSG00000001023",0
"ENSMUSG00000001025",11.9835161536211
"ENSMUSG00000001027",0
"ENSMUSG00000001029",3.74683181512605
"ENSMUSG00000001034",2.17907852071006
"ENSMUSG00000001036",6.718685246557
"ENSMUSG00000001039",3.86638045072191
"ENSMUSG00000001052",10.9054655440199
"ENSMUSG00000001053",5.78706511143695
"ENSMUSG00000001054",9.55927620175844
"ENSMUSG00000001056",10.7715701326353
"ENSMUSG00000001062",5.12949134775859
"ENSMUSG00000001065",2.97454360108499
"ENSMUSG00000001076",0
"ENSMUSG00000001082",4.45413212612301
