"","FPKM.SRR945390"
"ENSMUSG00000000001",29.057684
"ENSMUSG00000000003",0
"ENSMUSG00000000028",0.0266391968054763
"ENSMUSG00000000031",0
"ENSMUSG00000000037",0
"ENSMUSG00000000049",1.07222284818068
"ENSMUSG00000000056",7.3618243164794
"ENSMUSG00000000058",11.5508722356822
"ENSMUSG00000000078",8.56241056911865
"ENSMUSG00000000085",1.9869412994438
"ENSMUSG00000000088",58.8475647382199
"ENSMUSG00000000093",17.08235
"ENSMUSG00000000094",0
"ENSMUSG00000000103",0
"ENSMUSG00000000120",0.175261
"ENSMUSG00000000125",0
"ENSMUSG00000000126",0.493764481826374
"ENSMUSG00000000127",0.785690845512821
"ENSMUSG00000000131",3.08297955455083
"ENSMUSG00000000134",2.90437695831984
"ENSMUSG00000000142",0
"ENSMUSG00000000148",2.7854693422884
"ENSMUSG00000000149",35.23896
"ENSMUSG00000000154",143.131745314891
"ENSMUSG00000000157",0.93596088066605
"ENSMUSG00000000159",20.3796735430044
"ENSMUSG00000000167",0
"ENSMUSG00000000168",23.3435421790831
"ENSMUSG00000000171",136.854813
"ENSMUSG00000000182",0
"ENSMUSG00000000183",0
"ENSMUSG00000000184",2.3531450243384
"ENSMUSG00000000194",3.66795492511358
"ENSMUSG00000000197",0
"ENSMUSG00000000202",0
"ENSMUSG00000000204",0
"ENSMUSG00000000214",0
"ENSMUSG00000000215",0
"ENSMUSG00000000216",11.261488
"ENSMUSG00000000223",0
"ENSMUSG00000000244",0
"ENSMUSG00000000247",0
"ENSMUSG00000000248",0
"ENSMUSG00000000253",16.712800038743
"ENSMUSG00000000263",0
"ENSMUSG00000000266",3.86920081710624
"ENSMUSG00000000275",17.4256784096281
"ENSMUSG00000000276",0.814758562179564
"ENSMUSG00000000278",43.816483
"ENSMUSG00000000282",9.26387939118219
"ENSMUSG00000000290",1.18936433158585
"ENSMUSG00000000295",1.07824314196123
"ENSMUSG00000000296",9.07173929251701
"ENSMUSG00000000301",0
"ENSMUSG00000000303",33.7988800940096
"ENSMUSG00000000305",0.124834917459005
"ENSMUSG00000000308",12.6793426967147
"ENSMUSG00000000317",0.285448385049745
"ENSMUSG00000000318",0.353921019661952
"ENSMUSG00000000320",0.840360748102815
"ENSMUSG00000000325",2.01969808488459
"ENSMUSG00000000326",22.3006344233807
"ENSMUSG00000000339",11.7892235164894
"ENSMUSG00000000340",34.4457775155317
"ENSMUSG00000000346",87.3295884772414
