"","FPKM.SRR945393"
"ENSMUSG00000000001",31.604679
"ENSMUSG00000000003",0
"ENSMUSG00000000028",0.162734287507131
"ENSMUSG00000000031",0.291498569918699
"ENSMUSG00000000037",0
"ENSMUSG00000000049",2.29591313676286
"ENSMUSG00000000056",5.6029670380774
"ENSMUSG00000000058",12.9444681601199
"ENSMUSG00000000078",8.56234231405147
"ENSMUSG00000000085",1.93501698111499
"ENSMUSG00000000088",75.0682191941932
"ENSMUSG00000000093",18.117365
"ENSMUSG00000000094",0
"ENSMUSG00000000103",0
"ENSMUSG00000000120",0.109185
"ENSMUSG00000000125",0
"ENSMUSG00000000126",0.338662937819165
"ENSMUSG00000000127",1.95149308141026
"ENSMUSG00000000131",2.81624099137116
"ENSMUSG00000000134",2.6698229223626
"ENSMUSG00000000142",0.282934097348347
"ENSMUSG00000000148",1.93525715212818
"ENSMUSG00000000149",41.194386
"ENSMUSG00000000154",183.203619857563
"ENSMUSG00000000157",0.957980694727105
"ENSMUSG00000000159",20.8464859916766
"ENSMUSG00000000167",0.832828136509065
"ENSMUSG00000000168",26.5075773626689
"ENSMUSG00000000171",138.480377
"ENSMUSG00000000182",0
"ENSMUSG00000000183",0
"ENSMUSG00000000184",1.49719875884791
"ENSMUSG00000000194",5.07391229884067
"ENSMUSG00000000197",0
"ENSMUSG00000000202",0
"ENSMUSG00000000204",0.059765400605449
"ENSMUSG00000000214",0
"ENSMUSG00000000215",0
"ENSMUSG00000000216",16.29635
"ENSMUSG00000000223",0
"ENSMUSG00000000244",0
"ENSMUSG00000000247",0
"ENSMUSG00000000248",0
"ENSMUSG00000000253",17.3275525079638
"ENSMUSG00000000263",0
"ENSMUSG00000000266",4.61648300012324
"ENSMUSG00000000275",17.8465445582204
"ENSMUSG00000000276",0.796521954572553
"ENSMUSG00000000278",49.216869
"ENSMUSG00000000282",7.89695423665442
"ENSMUSG00000000290",0.186301326998689
"ENSMUSG00000000295",0.88784075627138
"ENSMUSG00000000296",8.33847930385488
"ENSMUSG00000000301",0
"ENSMUSG00000000303",32.663794888063
"ENSMUSG00000000305",0.0522324850489183
"ENSMUSG00000000308",15.2247522804487
"ENSMUSG00000000317",0.683021044904544
"ENSMUSG00000000318",0.130081818558123
"ENSMUSG00000000320",0.748175379681763
"ENSMUSG00000000325",5.85395083320923
"ENSMUSG00000000326",30.8975611437599
"ENSMUSG00000000339",11.1513248255319
"ENSMUSG00000000340",36.0343199844683
"ENSMUSG00000000346",72.6510566482759
"ENSMUSG00000000355",8.77918787905793
"ENSMUSG00000000359",2.11704373747681
"ENSMUSG00000000365",0
"ENSMUSG00000000374",9.15164815735728
"ENSMUSG00000000378",4.05517495853792
"ENSMUSG00000000381",0
"ENSMUSG00000000384",9.4781940741342
"ENSMUSG00000000385",22.8312091513284
"ENSMUSG00000000386",0
